ID,ell_light_uk,ell_moist_uk,ell_pH_uk,ell_N,li_form_B,ros,reprod_B,strategy,self_st,Breeding_sys,flw_muell,poll_vect_B,MycoFlor
Thlaspi arvense,6.0,4.0,7.0,6.0,H,h,s,r,SC,AO,AB,se,FM
Thlaspi caerulescens,,,,,C,h,s,csr,SC,AFXF,AB,se,OM
Thlaspi montanum,,,,,C,h,s,cs,SC,AF,AB,se,OM
Thlaspi perfoliatum,,,,,H,h,s,sr,SC,AF,AB,se,NM
Thuja orientalis,,,,,M,r,s,c,,,W,wi,OM
Thymus pulegioides,7.0,4.0,6.0,1.0,S,r,ssv,csr,SC,XF,B,in,OM
Thymus serpyllum,7.0,2.0,4.0,1.0,S,r,sv,csr,SC,XF,B,se,OM
Thymus vulgaris,,,,,S,r,s,csr,SC,XF,B,se,OM
Tilia cordata,-5.0,5.0,6.0,5.0,M,r,ssv,c,I+,XF,A,wi,FM
Tilia platyphyllos,-4.0,5.0,7.0,6.0,M,r,s,c,SI,X,A,wi,FM
Tofieldia calyculata,,,,,H,h,sv,cs,SC,XF,AB,se,OM
Tofieldia pusilla,8.0,9.0,7.0,2.0,H,h,sv,s,SC,AFXF,AB,se,FM
Torilis arvensis,7.0,4.0,7.0,4.0,H,h,s,cr,SC,AF,A,se,OM
Torilis japonica,6.0,5.0,7.0,7.0,H,h,s,c,SC,XF,A,in,OM
Tragopogon dubius,,,,,H,h,s,csr,SC,AFXF,B`,se,OM
Tragopogon orientalis,,,,,H,h,s,csr,SC,AFXF,B`,se,OM
Tragopogon pratensis,7.0,4.0,7.0,5.0,H,h,s,csr,SC,AFXF,B`,se,OM
Tragus racemosus,8.0,3.0,6.0,6.0,T,h,s,r,,,W,wi,OM
Trichomanes speciosum,1.0,7.0,2.0,2.0,H,r,v,,,,,,NM
Trichophorum alpinum,,,,,H,r,sv,cs,SC,XF,W,wi,NM
Trichophorum cespitosum,8.0,8.0,1.0,1.0,H,r,sv,cs,SC,XF,W,wi,FM
Trientalis europaea,4.0,6.0,3.0,2.0,G,r,vvs,s,C+,X,Po,se,FM
Trifolium alexandrinum,,,,,T,r,s,cr,SI,X,H,in,OM
Trifolium alpestre,,,,,H,r,sv,csr,SI,X,H,in,OM
Trifolium arvense,8.0,3.0,2.0,1.0,H,r,s,sr,SC,AF,H,se,OM
Trifolium aureum,7.0,4.0,4.0,2.0,H,h,s,csr,SC,AFXF,H,se,OM
Trifolium badium,,,,,H,h,s,s,SC,AFXF,H,se,OM
Trifolium campestre,8.0,4.0,6.0,3.0,H,r,s,r,SC,AF,H,se,OM
Trifolium dubium,6.0,4.0,6.0,4.0,H,r,s,r,SC,AFXF,H,se,OM
Trifolium fragiferum,8.0,7.0,7.0,6.0,H,h,ssv,csr,C+,XF,H,se,FM
Trifolium hybridum,7.0,5.0,7.0,5.0,H,h,s,c,SI,X,H,in,FM
Trifolium incarnatum,8.0,2.0,5.0,2.0,H,r,s,cr,SC,XF,H,se,OM
Trifolium medium,7.0,4.0,6.0,3.0,H,r,sv,c,SI,X,H,in,OM
Trifolium montanum,,,,,H,h,s,csr,,,H,in,OM
Trifolium pratense,,,,,H,h,s,c,SI,X,Hh,in,FM
Trifolium repens,,,,,H,h,sv,csr,I+,X,Hb,in,OM
Trifolium resupinatum,8.0,6.0,7.0,5.0,T,r,s,cr,SC,AFXF,H,se,FM
Trifolium spadiceum,,,,,H,r,s,csr,,,H,in,OM
Triglochin maritimum,,,,,H,g,sv,s,SI,X,W,wi,FM
Triglochin palustre,,,,,H,g,sv,s,,,W,wi,NM
Trigonella foenum-graecum,,,,,T,r,s,cr,,,H,in,OM
Tripleurospermum maritimum,8.0,5.0,6.0,6.0,H,h,s,cr,SI,X,B`,in,OM
Tripleurospermum perforatum,,,,,H,h,s,cr,SC,X,B`,in,OM
Trisetum flavescens,7.0,4.0,6.0,4.0,H,h,ssv,csr,I+,X,W,wi,OM
Trisetum spicatum,,,,,H,h,sv,csr,SC,AF,W,wi,FM
Triticum aestivum,,,,,H,h,s,cr,SC,AO,W,se,FM
Trollius europaeus,7.0,7.0,6.0,4.0,H,h,sv,c,I+,X,B,in,OM
Tropaeolum majus,,,,,T,r,s,r,SC,XF,H,in,OM
Tuberaria guttata,9.0,2.0,5.0,1.0,T,h,s,sr,SC,AO,Po,se,OM
Tulipa gesneriana,,,,,G,r,vvs,csr,SI,X,Po,in,OM
Tussilago farfara,7.0,6.0,6.0,6.0,H,g,sv,csr,,,B`,ge,FM
Typha angustifolia,8.0,10.0,7.0,7.0,A,h,sv,cs,SC,AF,W,wi,FM
Typha latifolia,8.0,10.0,7.0,7.0,A,h,sv,cs,SC,AF,W,wi,FM
Ulex europaeus,7.0,5.0,3.0,2.0,N,r,s,c,,X,H,in,OM
Ulmus glabra,-4.0,5.0,7.0,6.0,M,r,s,c,SC,AFXF,W,wi,FM
Ulmus laevis,-4.0,7.0,7.0,7.0,M,r,ssv,c,SI,X,W,wi,FM
Urtica dioica,5.0,6.0,7.0,8.0,C,r,sv,c,SC,X,W,wi,FM
Urtica urens,7.0,5.0,6.0,8.0,T,r,s,r,,,W,wi,NM
Utricularia minor,8.0,12.0,4.0,2.0,A,r,vvs,,SC,AFXF,DsB,in,NM
Vaccaria hispanica,7.0,2.0,8.0,3.0,T,h,s,sr,SC,XF,Ft,se,NM
Vaccinium macrocarpon,,,,,H,r,vvs,cs,SC,AFXF,B,se,OM
Vaccinium myrtillus,5.0,5.0,2.0,2.0,S,r,vvs,cs,SC,AF,BHb,se,OM
Vaccinium oxycoccos,7.0,9.0,2.0,1.0,H,r,vvs,cs,SC,AFXF,B,wi,OM
Vaccinium uliginosum,6.0,6.0,1.0,2.0,S,r,sv,cs,SC,AF,BHb,se,OM
Vaccinium vitis-idaea,5.0,4.0,2.0,1.0,S,r,vvs,cs,SC,AFXF,BHb,se,OM
Valeriana dioica,7.0,8.0,5.0,2.0,H,h,sv,csr,SC,X,B`,in,NM
Valeriana officinalis,6.0,7.0,6.0,5.0,H,h,sv,c,SC,X,B`,in,FM
Valerianella locusta,,,,,H,h,s,r,SC,AF,B,se,OM
Vallisneria spiralis,,,,,A,g,v,,,X,Hy,wa,OM
Verbascum lychnitis,7.0,3.0,7.0,3.0,H,h,s,cs,,,Po,se,FM
Verbascum nigrum,7.0,4.0,6.0,6.0,H,h,s,c,SI,X,Po,in,OM
Verbascum phlomoides,8.0,4.0,7.0,6.0,H,h,s,c,SI,X,Po,in,OM
Verbascum phoeniceum,7.0,3.0,7.0,2.0,H,h,s,csr,I+,X,Po,in,OM
Verbascum sinuatum,,,,,H,h,s,,,,Po,se,OM
Verbascum thapsus,7.0,4.0,7.0,5.0,H,h,s,c,SC,AFXF,Po,se,OM
Verbena officinalis,8.0,5.0,7.0,6.0,H,h,s,cr,SC,AFXF,H,se,OM
Veronica agrestis,6.0,5.0,6.0,7.0,T,r,s,r,SC,AF,B,se,FM
Veronica alpina,8.0,6.0,5.0,2.0,G,r,sv,csr,SC,AF,B,se,FM
Veronica anagallis-aquatica,7.0,10.0,7.0,6.0,H,r,sv,csr,SC,AF,B,se,FM
Veronica arvensis,7.0,4.0,6.0,5.0,H,r,s,r,SC,AO,B,se,OM
Veronica beccabunga,6.0,10.0,6.0,6.0,A,r,sv,cs,,,B,se,FM
Veronica catenata,8.0,10.0,7.0,7.0,H,r,sv,cs,,,B,se,NM
Veronica chamaedrys,6.0,5.0,6.0,5.0,C,r,sv,csr,,,Ds,pk,FM
Veronica filiformis,7.0,5.0,5.0,7.0,H,r,vvs,csr,SI,X,B,in,OM
Veronica fruticans,8.0,5.0,7.0,2.0,S,r,sv,s,SC,AF,B,se,OM
Veronica hederifolia,6.0,5.0,7.0,6.0,H,r,s,r,SC,AF,B,se,OM
Veronica officinalis,5.0,4.0,3.0,4.0,C,r,sv,c,SI,X,B,se,FM
Veronica peregrina,8.0,7.0,7.0,6.0,H,r,s,r,SC,AO,B,se,FM
Veronica persica,6.0,5.0,7.0,7.0,H,r,s,r,SC,AF,B,se,OM
Veronica serpyllifolia,6.0,5.0,5.0,5.0,H,r,sv,csr,SC,AFXF,B,in,OM
Veronica teucrium,,,,,H,r,s,c,,,B,se,OM
Veronica urticifolia,,,,,C,r,sv,cs,,,Ds,in,OM
Veronica verna,8.0,2.0,4.0,1.0,H,r,s,sr,,,B,se,FM
Viburnum lantana,7.0,4.0,7.0,4.0,N,r,s,cs,SC,AF,ADe,se,OM
Viburnum opulus,6.0,6.0,6.0,6.0,N,r,s,c,SC,AFXF,ADe,se,OM
Vicia angustifolia,,,,,H,r,s,cr,SC,XF,H,se,OM
Vicia cassubica,,,,,H,r,ssv,cs,SC,AFXF,H,in,FM
Vicia cracca,7.0,5.0,6.0,5.0,H,r,ssv,c,SC,XF,H,in,OM
Vicia hirsuta,7.0,4.0,5.0,4.0,H,r,s,r,SC,AF,H,se,OM
Vicia sativa,7.0,4.0,7.0,4.0,H,r,s,cr,SC,XF,H,se,OM
Vicia sepium,6.0,5.0,6.0,5.0,H,r,ssv,c,SC,AFXF,H,se,OM
Vicia sylvatica,6.0,4.0,7.0,5.0,H,r,sv,c,SC,XF,H,in,OM
Vicia tenuifolia,7.0,3.0,8.0,2.0,H,r,ssv,c,SC,XF,H,in,OM
Vicia tetrasperma,6.0,4.0,5.0,5.0,H,r,s,r,SC,AF,H,se,OM
Vicia villosa,7.0,3.0,6.0,5.0,H,r,s,cr,C+,XF,H,in,OM
Vinca minor,4.0,5.0,7.0,6.0,C,r,sv,cs,I+,X,B,in,OM
Vincetoxicum hirundinaria,,,,,H,r,sv,cs,SI,X,Dkl,in,OM
Viola arvensis,6.0,4.0,6.0,6.0,H,h,s,r,SC,AO,Hb,se,FM
Viola biflora,,,,,H,h,sv,csr,SC,AFXF,Hb,se,OM
Viola calaminaria,,,,,H,r,sv,s,SC,AFXF,Hb,se,OM
Viola canina,7.0,4.0,3.0,2.0,H,r,ssv,csr,SC,XF,Hb,kl,FM
Viola collina,,,,,H,g,sv,csr,SC,AFXF,Hb,kl,OM
Viola elatior,,,,,H,r,ssv,cs,SC,AFXF,Hb,kl,OM
Viola epipsila,,,,,H,h,sv,csr,SC,AFXF,Hb,se,OM
Viola hirta,6.0,3.0,8.0,2.0,H,g,sv,csr,SC,AFXF,Hb,se,OM
Viola kitaibeliana,9.0,2.0,5.0,2.0,H,h,s,sr,SC,AO,Hb,se,FM
Viola mirabilis,,,,,H,h,vvs,csr,SC,AFXF,Hb,kl,OM
Viola montana,,,,,H,r,sv,csr,SC,AFXF,Hb,kl,OM
Viola odorata,5.0,5.0,7.0,7.0,H,h,sv,csr,SC,AFXF,Hb,kl,OM
Viola palustris,5.0,9.0,2.0,2.0,H,h,vvs,s,SC,AFXF,D,kl,FM
Viola reichenbachiana,3.0,5.0,7.0,5.0,H,h,sv,csr,SC,AF,Hb,se,FM
Viola riviniana,4.0,4.0,4.0,4.0,H,h,sv,csr,SC,AF,Hb,se,OM
Viola rupestris,6.0,3.0,8.0,2.0,H,h,s,csr,SC,AFXF,Hb,kl,OM
Viola tricolor,7.0,4.0,4.0,4.0,H,h,s,r,SC,AFXF,Hb,se,FM
Viola uliginosa,,,,,H,h,vvs,csr,SC,AFXF,Hb,in,FM
Viola wittrockiana,,,,,H,h,s,cr,SC,AFXF,Hb,se,OM
Virga strigosa,,,,,H,h,s,c,SC,AFXF,B`,in,OM
Viscum album,7.0,3.0,6.0,5.0,N,r,s,,,X,AD,in,NM
Vitis vinifera,6.0,5.0,7.0,6.0,N,r,s,c,SC,X,A,wi,OM
Vulpia bromoides,8.0,4.0,5.0,3.0,H,h,s,sr,SC,AO,W,wi,OM
Vulpia ciliata,9.0,2.0,7.0,2.0,H,h,s,,SC,AO,W,wi,OM
Vulpia myuros,8.0,2.0,4.0,1.0,H,h,s,sr,SC,AO,W,wi,OM
Woodsia alpina,7.0,4.0,4.0,2.0,H,g,sv,s,,,,,FM
Woodsia ilvensis,7.0,3.0,3.0,2.0,H,g,sv,s,,,,,FM
Xanthium spinosum,8.0,4.0,6.0,5.0,T,r,s,cr,SC,AFXF,W,wi,OM
Xanthium strumarium,8.0,5.0,7.0,6.0,T,r,s,cr,SC,AF,W,wi,OM
Zannichellia palustris,6.0,12.0,8.0,7.0,A,r,sv,,SC,AF,Hy,wa,OM
Zostera marina,6.0,12.0,8.0,6.0,A,h,vvs,,SC,XF,Hy,wa,NM
